;0,04;0,0425;0,045;0,0475;0,05;0,0525;0,055;0,0575;0,06;0,0625;0,065;0,0675;0,07;0,0725;0,075;0,0775
;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;1,71267;0;0;0;0;0;0;0;0;0;0;0;0;1,2112;1,16278;0
;3,98217;0;0;0;0;0;0;0;0;0;0;1,44638;0;1,09008;1,0465;0
;7,2459;0;0;0;0;0;0;0;0;0;0;3,46348;0;0,990978;0,951366;0
;10,4794;0,00849079;0;0;0;0;0;0;0;0;0;5,44883;0;0,908397;0,872086;0
;13,5122;0,00783765;0;0;0;0;0;0;0;0;0;7,3046;0;0,83852;2,85242;0
;15,7715;0,00727782;0;0;0;0;0;0;0;0;0;8,69363;0;0,778626;4,36839;0
;16,2698;0,00679263;0;0;0;0;0;0;0;0;0;9,03241;0;0,726718;9,3696;0
;16,7211;0,00636809;0;0;0;0;0;0;0;0;0;9,33793;0;0,681298;9,29764;0
;16,644;0,0059935;0;0;0;0;0;0;0;0;0;11,175;0;1,14132;11,0462;0
;18,6666;0,00566053;0;0;0;0;0;0;0;0;0;11,5478;0;2,70398;12,7673;0
;38,5943;0,0053626;0;0;0;0;0;0;0;0;0;11,3704;0;3,43808;13,2646;0
;38,1737;0,00509447;0;0;0;0;0;0;0;0;0;11,0732;0;3,64677;13,3793;0
;36,6527;0,00485188;0;0;0;0;0;0,303434;0;0;0;22,0543;0;8,42041;12,7422;0
;35,0145;0,00463134;0;0;0;2,14995;0;2,25264;0;0;0;25,1037;0;9,59452;12,7056;0
;33,4921;0,00442998;0;0;0;2,06933;0;4,87653;0;0;0;25,5504;0;9,35177;12,894;0,00870692
;32,0966;0,00424539;0;0;0;3,4003;0;5,90126;0;0;0;24,4858;0;9,18504;12,3567;1,57097
;32,0518;0,00407558;0;0;0;4,20837;0;6,5272;0;0;0;23,7445;0;11,6108;11,8625;1,9129
;34,8384;0,00391883;0;0;0;7,10884;0;9,0722;0;0;0;22,8313;0;12,6435;11,4062;1,83932
;41,883;0,00377368;0;0;0;8,46432;0;14,3159;0;0;0;23,2447;0;12,8347;10,9838;1,7712
;42,2538;0,00363891;0;0;0;9,41478;0;13,8046;0;0;1,50037;27,6957;0;12,3763;10,5915;1,70794
;41,0608;0,00351343;0;0;0;9,09014;0;15,702;0;0;2,40206;28,8203;0;11,9495;10,2263;1,64905
;39,6921;0,00339632;0;0;0;10,4424;0;15,1786;0;0;2,32199;28,0462;0;11,7249;9,88539;1,59408
;38,4117;0,00328676;0;0;0;10,1805;0;14,689;0;0;2,24709;27,4573;0;12,2119;9,56651;2,4029
;37,2113;0,00318405;0;0;0;11,0199;0;14,23;0;0;2,17687;27,4995;0;15,7727;9,38068;3,19399
;36,0837;0,00308756;0;0;0;10,686;0;13,7987;0;0;2,1109;27,6306;0;17,4331;9,18437;3,62353
;35,0224;0,00299675;0;0;0;12,0799;0,0176242;13,3929;0;0;2,04882;27,2106;0;17,3349;8,91424;3,7859
;34,0218;0,00291113;0;0;0;11,977;0,0171207;13,0102;0;0;1,99028;26,6215;0;17,1388;8,65955;4,25176
;33,0767;0,00283026;0;0;0;12,0192;0,37455;12,6489;0;0;1,93499;26,5228;0;16,9342;8,68147;4,78694
;32,1828;0,00275377;0;0;0;12,496;1,12957;12,307;0;0;1,8827;26,5357;0;16,4765;9,00794;4,69293
;31,3358;0,0026813;0;0;0;13,0807;1,97193;11,9831;0,799417;0;1,83315;25,877;0;16,0797;9,89884;8,20254
;30,5324;0,00261255;0;0;0;12,7949;5,46146;11,6759;0,778919;0;1,78615;25,2399;0;18,4857;10,0414;11,463
;29,7691;0,00254724;0;0;0;12,475;7,12835;11,384;2,41258;0;1,74149;24,7431;0;19,9182;9,88962;12,4235
;29,043;0,00248511;2,05532;0;0;13,9991;6,98533;11,1063;2,38202;0;1,69902;24,1726;0,500051;20,2508;9,78406;12,1424
;28,3515;0,00242594;2,19815;0;0;13,8302;6,97591;10,8419;5,51145;0;1,65857;28,0961;0,488145;19,7687;9,5511;12,1126
;27,6921;0,00236952;2,93383;0;0;14,183;7,45742;10,5897;5,66334;0;1,61999;28,5346;0,476793;19,3089;9,53372;12,2877
;27,0628;0,00231567;2,91324;0,078466;0;13,9001;7,32565;10,3491;6,11132;0;1,58318;28,0945;0,465957;18,8701;9,72598;12,0352
;26,4614;0,00226421;4,41353;0,0767223;0;28,4126;8,44333;10,1191;7,14928;0;1,54799;31,1002;0,455602;18,4508;9,50985;12,6765
;25,8861;0,00221499;4,61673;0,0750544;0;28,9735;8,50454;9,8991;7,21822;0;1,51434;31,2682;0,445698;18,0497;9,30311;12,5746
;25,3354;0,00216786;5,75763;0,0734575;0;28,462;9,33742;9,68848;9,35759;0;1,48212;30,877;0,436215;17,6656;9,10517;16,3906
;24,8075;0,0021227;5,81875;0,0719272;0;27,869;9,29104;9,48664;10,0726;0;1,45124;30,4452;0,427127;17,2976;8,91548;16,3295
;24,3013;0,00207938;5,87476;0,0704593;0;27,3003;9,24442;9,29303;9,88167;0;1,42163;30,4734;0,41841;16,9446;8,73353;15,9962
;23,8152;0,00203779;10,1556;0,0690501;0;26,7543;9,59918;9,10717;10,0255;0;1,39319;33,4118;0,410042;16,6057;8,55886;16,1109
;23,3483;0,00199783;10,3329;0,0676961;0;26,2297;9,64776;8,9286;10,2351;0,054015;1,36588;33,3866;0,402002;16,2801;8,39104;15,963
;22,8993;0,00195941;10,1341;0,0663943;0;25,7253;10,3915;8,7569;10,8901;0,0529762;1,33961;33,6609;0,394271;15,967;8,22968;16,563
;22,4672;0,00192244;9,94293;0,0651416;0;25,2399;10,5375;8,59167;11,7688;0,0519767;1,31433;33,3045;0,386832;15,6657;8,0744;16,3542
;22,0512;0,00188684;9,75881;0,0639353;0;24,7725;10,4174;8,43257;11,6935;0,0510141;1,29;32,7489;0,379669;15,3756;7,92487;16,2291
;21,6502;0,00185254;9,58137;0,0627728;0;24,3924;10,5096;8,27925;11,4809;0,0500866;1,26654;32,2082;0,372765;15,0961;7,78079;16,0087
;21,2636;0,00181945;9,66763;0,0616518;0;24,1774;10,3529;8,1314;11,2759;0,0491922;1,24392;31,7173;0,366109;14,8265;7,64184;17,5317
;20,8906;0,00178753;9,53524;0,160259;0;23,7852;10,2728;7,98875;11,106;0,116768;1,2221;31,7243;0,359686;14,5664;7,50778;18,1566
;20,5304;0,00175671;9,49283;0,157496;0,0924997;23,4796;10,7753;7,85101;11,006;0,19493;1,20103;31,1787;0,353485;14,3287;7,37833;18,1801
;20,3403;0,00172694;10,1485;0,154827;0,200505;23,7816;10,5944;7,71794;11,7244;0,268959;1,18067;31,6551;0,347493;14,1033;7,25327;18,7436
;20,2194;0,00169816;9,98135;0,152246;0,494817;23,3869;10,4929;7,62691;12,1311;0,381874;1,161;31,3348;0,341702;13,8736;7,13239;18,9532
;19,8879;0,00167032;9,90802;0,149751;0,486705;24,7274;11,5326;7,50188;12,106;0,375614;1,14196;31,8084;0,406674;13,6461;7,01546;19,5024
;19,5672;0,00164338;11,2053;0,147335;0,478855;25,1392;11,6037;7,38088;12,6275;0,369555;1,12354;31,5049;1,33678;13,4677;6,90231;19,3704
;19,7819;0,0739909;11,3367;0,144997;0,471254;25,8963;12,0171;7,5145;13,6457;0,363689;2,23119;40,5603;1,51443;13,2834;6,79275;21,0854
;19,4728;0,0728348;14,2421;0,142731;0,463891;25,9601;11,9889;7,39709;13,6482;0,358007;2,36742;39,956;1,84209;13,0758;6,68661;21,1733
;19,1732;0,0717142;14,2388;0,140535;0,456754;25,598;11,8997;7,37951;13,5041;0,352499;2,50851;39,8976;1,84169;12,8746;6,58374;20,9293
;18,8827;0,0709219;14,0231;0,138406;0,449833;25,3168;12,1639;7,2677;13,2995;0,347158;2,4705;39,4909;1,89375;12,6796;6,48399;20,7398
;18,6009;0,125362;13,8138;0,13634;0,443119;25,1152;21,0366;7,24758;13,6243;0,341977;2,63555;39,0838;1,95322;12,4903;6,38721;20,741
;18,3273;0,123518;13,6106;0,134335;0,436603;24,8412;21,2547;7,55371;14,0038;0,336947;2,68988;38,9418;1,996;12,4001;6,44604;20,8104
;18,2992;0,121728;13,4134;0,132388;0,430275;24,9267;21,0532;8,71479;14,4156;0,332064;2,6509;38,5179;3,72347;12,2551;6,83641;20,5844
