;0.05;0.55;0.6;0.65;0.7;0.75
;0;0;0;0;0;0
;0;0;0;0;0;0
;0;0;0;0;0;0
;0;0;0;0;0;0
;0;0;0;0;0;0
;0;0;0;0;0;0
;0;0;0;0;0;0
;0;0;0;0;0;0
;0;0;0;0;0;0,0154096
;0;0;0;2,01271;0;0,0138687
;0;0;0;3,1952;0;0,0126079
;0;0;0;3,39962;0;0,0115572
;0;0;0;3,13811;0;0,0106682
;0;0;0;2,91396;0;0,0099062
;0;0;0;3,81239;0;0,00924579
;0;0;0;3,57411;0;0,791715
;0;0;0;3,36387;0;1,22857
;0;0;0;3,17699;0;2,73218
;0;0;0;3,00978;0;3,43558
;0;0;0;2,85929;0;7,48402
;0;0;0;2,72313;0;7,71067
;0;0;0;2,59935;0;8,16964
;0;0,451481;0,919278;4,20621;0;8,94924
;0;0,432669;0,880975;4,45831;0;8,92933
;0;0,415363;0,845736;4,68073;0;9,33092
;0;0,399387;0,813208;4,5007;0,837509;11,7454
;0;0,384595;2,53004;6,39355;2,02057;12,9641
;0;0,37086;2,43968;6,16521;2,88797;12,974
;0;0,358071;2,41783;5,95261;6,94987;12,5267
;0;1,08118;2,33724;5,75419;6,89235;13,2678
;0;1,04631;2,26184;5,56857;6,77877;12,8923
;0,245191;1,01361;2,19116;5,39456;6,64214;12,8649
;0,237979;0,982895;2,16549;5,28987;6,53382;16,399
;0,23118;0,953986;2,1018;5,13429;6,34165;16,0911
;0,224758;0,926729;2,04175;4,98759;6,16046;18,7927
;0,241919;0,900987;1,98503;5,13508;5,98934;19,7849
;0,235553;0,876636;2,14463;5,20434;5,82746;19,2867
;0,229513;0,853566;2,9797;5,06738;5,67411;20,0288
;0,223775;0,83168;3,1417;4,93745;5,52862;23,4021
;0,218317;0,810888;3,06316;6,30098;5,3904;24,3518
;0,213119;0,79111;2,98845;6,17339;5,25893;24,1443
;0,208163;0,772274;2,9173;6,15917;5,13372;23,9464
;0,203432;0,754314;2,84945;6,56064;5,01433;23,8615
;1,39417;0,737171;2,81926;6,44344;4,90037;23,46
;2,74176;0,720789;4,40594;7,38373;4,79147;23,8776
