  Sredni czas 1 :10.4603
   Sredni czas 4:11.5999
   Sredni czas 5:26.3247
   Sredni czas 6:195.389
Kanal 1:0.485828
Kanal 2:0.456101
Kanal 3:0.339303
Kanal 4:0.209297
max czas oczekiwania:3353.71
dzwigi:0.167267
jachty:0.534839
prowadnice:0.495193
rampy:0.314633
tasmociagi:0.575979
Koniec:0.045
  Sredni czas 1 :12.4662
  Sredni czas 2 :11.7017
  Sredni czas 3 :12.0585
   Sredni czas 4:10.7657
   Sredni czas 5:27.8968
   Sredni czas 6:171.866
Kanal 1:0.485278
Kanal 2:0.456425
Kanal 3:0.346125
Kanal 4:0.217353
max czas oczekiwania:2789.08
dzwigi:0.163171
jachty:0.518635
prowadnice:0.507367
rampy:0.301798
tasmociagi:0.601996
Koniec:0.045
  Sredni czas 1 :12.4723
  Sredni czas 2 :12.2291
  Sredni czas 3 :14.0338
   Sredni czas 4:12.5407
   Sredni czas 5:26.7302
   Sredni czas 6:178.908
Kanal 1:0.484328
Kanal 2:0.458725
Kanal 3:0.341025
Kanal 4:0.213548
max czas oczekiwania:3476
dzwigi:0.166539
jachty:0.514833
prowadnice:0.49916
rampy:0.312336
tasmociagi:0.606058
Koniec:0.045
  Sredni czas 1 :12.9741
  Sredni czas 2 :12.9552
  Sredni czas 3 :14.0348
   Sredni czas 4:12.5609
   Sredni czas 5:28.3446
   Sredni czas 6:204.114
Kanal 1:0.500086
Kanal 2:0.479385
Kanal 3:0.363613
Kanal 4:0.232188
max czas oczekiwania:3052.33
dzwigi:0.179674
jachty:0.557991
prowadnice:0.522662
rampy:0.324254
tasmociagi:0.59846
Koniec:0.0475
  Sredni czas 1 :11.0702
  Sredni czas 2 :12.4462
  Sredni czas 3 :12.2112
   Sredni czas 4:11.8221
   Sredni czas 5:22.6879
   Sredni czas 6:159.183
Kanal 1:0.484121
Kanal 2:0.459849
Kanal 3:0.337087
Kanal 4:0.209651
max czas oczekiwania:2377.62
dzwigi:0.167187
jachty:0.527961
prowadnice:0.488457
rampy:0.314899
tasmociagi:0.580358
Koniec:0.045
  Sredni czas 1 :11.7131
  Sredni czas 2 :13.3718
  Sredni czas 3 :12.4065
   Sredni czas 4:11.4298
   Sredni czas 5:24.3665
   Sredni czas 6:202.389
Kanal 1:0.482402
Kanal 2:0.457119
Kanal 3:0.343545
Kanal 4:0.213389
max czas oczekiwania:5346.83
dzwigi:0.16531
jachty:0.539719
prowadnice:0.492008
rampy:0.313623
tasmociagi:0.589424
Koniec:0.045
  Sredni czas 1 :12.0107
  Sredni czas 2 :13.2908
  Sredni czas 3 :13.5173
   Sredni czas 4:11.7606
   Sredni czas 5:26.8002
   Sredni czas 6:196.459
Kanal 1:0.487946
Kanal 2:0.452414
Kanal 3:0.342351
Kanal 4:0.212658
max czas oczekiwania:3843.64
dzwigi:0.157272
jachty:0.544863
prowadnice:0.487217
rampy:0.307628
tasmociagi:0.596996
Koniec:0.045
  Sredni czas 1 :11.9697
  Sredni czas 2 :12.7026
  Sredni czas 3 :13.483
   Sredni czas 4:11.5931
   Sredni czas 5:27.493
   Sredni czas 6:206.929
Kanal 1:0.484146
Kanal 2:0.458859
Kanal 3:0.345144
Kanal 4:0.216339
max czas oczekiwania:2939.05
dzwigi:0.170689
jachty:0.516044
prowadnice:0.498885
rampy:0.308473
tasmociagi:0.587074
Koniec:0.045
  Sredni czas 1 :12.4462
  Sredni czas 2 :11.9166
  Sredni czas 3 :13.5031
   Sredni czas 4:10.9361
   Sredni czas 5:24.2223
   Sredni czas 6:175.661
Kanal 1:0.484069
Kanal 2:0.46038
Kanal 3:0.343936
Kanal 4:0.216108
max czas oczekiwania:2886.61
dzwigi:0.159525
jachty:0.523804
prowadnice:0.499894
rampy:0.320858
tasmociagi:0.587025
Koniec:0.045
  Sredni czas 1 :11.2154
  Sredni czas 2 :11.7608
  Sredni czas 3 :11.7066
   Sredni czas 4:10.3631
   Sredni czas 5:27.9604
   Sredni czas 6:162.444
Kanal 1:0.484292
Kanal 2:0.456601
Kanal 3:0.340719
Kanal 4:0.21301
max czas oczekiwania:2544.2
dzwigi:0.162144
jachty:0.525089
prowadnice:0.5053
rampy:0.308587
tasmociagi:0.559535
Koniec:0.045
  Sredni czas 1 :12.7986
  Sredni czas 2 :13.6151
  Sredni czas 3 :14.0505
   Sredni czas 4:13.2611
   Sredni czas 5:28.1415
   Sredni czas 6:209.338
Kanal 1:0.484683
Kanal 2:0.461631
Kanal 3:0.347262
Kanal 4:0.216695
max czas oczekiwania:3651.98
dzwigi:0.157726
jachty:0.53219
prowadnice:0.50944
rampy:0.306354
tasmociagi:0.607669
Koniec:0.045
  Sredni czas 1 :10.051
  Sredni czas 2 :10.5271
  Sredni czas 3 :10.4899
   Sredni czas 4:9.99735
   Sredni czas 5:24.0509
   Sredni czas 6:136.828
Kanal 1:0.484387
Kanal 2:0.452565
Kanal 3:0.345739
Kanal 4:0.213674
max czas oczekiwania:2526.52
dzwigi:0.173256
jachty:0.543865
prowadnice:0.500706
rampy:0.308907
tasmociagi:0.544368
Koniec:0.045
  Sredni czas 1 :13.2627
  Sredni czas 2 :13.3773
  Sredni czas 3 :13.8654
   Sredni czas 4:13.8595
   Sredni czas 5:28.0303
   Sredni czas 6:208.262
Kanal 1:0.487869
Kanal 2:0.457082
Kanal 3:0.342886
Kanal 4:0.216789
max czas oczekiwania:3066.87
dzwigi:0.160477
jachty:0.523558
prowadnice:0.490972
rampy:0.316463
tasmociagi:0.617147
Koniec:0.045
  Sredni czas 1 :12.2701
  Sredni czas 2 :12.705
  Sredni czas 3 :13.7629
   Sredni czas 4:12.3783
   Sredni czas 5:29.2979
   Sredni czas 6:170.167
Kanal 1:0.485913
Kanal 2:0.457096
Kanal 3:0.344827
Kanal 4:0.218699
max czas oczekiwania:3413.1
dzwigi:0.172909
jachty:0.526789
prowadnice:0.503019
rampy:0.300615
tasmociagi:0.583015
Koniec:0.045
  Sredni czas 1 :10.9262
  Sredni czas 2 :11.9372
  Sredni czas 3 :13.3044
   Sredni czas 4:12.0143
   Sredni czas 5:34.0022
   Sredni czas 6:149.265
Kanal 1:0.501011
Kanal 2:0.472184
Kanal 3:0.36753
Kanal 4:0.240577
max czas oczekiwania:2111.04
dzwigi:0.173513
jachty:0.556254
prowadnice:0.530378
rampy:0.326519
tasmociagi:0.58668
Koniec:0.0475
  Sredni czas 1 :15.2442
  Sredni czas 2 :12.6881
  Sredni czas 3 :13.7355
   Sredni czas 4:12.7371
   Sredni czas 5:34.5844
   Sredni czas 6:193.7
Kanal 1:0.497985
Kanal 2:0.47687
Kanal 3:0.368
Kanal 4:0.239391
max czas oczekiwania:5798.32
dzwigi:0.171674
jachty:0.560861
prowadnice:0.523918
rampy:0.321298
tasmociagi:0.623126
Koniec:0.0475
  Sredni czas 1 :11.853
  Sredni czas 2 :12.991
  Sredni czas 3 :13.6413
   Sredni czas 4:12.4049
   Sredni czas 5:32.5287
   Sredni czas 6:177.625
Kanal 1:0.496754
Kanal 2:0.471716
Kanal 3:0.370994
Kanal 4:0.245141
max czas oczekiwania:3237.98
dzwigi:0.172522
jachty:0.56572
prowadnice:0.524483
rampy:0.326209
tasmociagi:0.609616
Koniec:0.0475
  Sredni czas 1 :12.4851
  Sredni czas 2 :13.106
  Sredni czas 3 :14.466
   Sredni czas 4:12.0296
   Sredni czas 5:31.7747
   Sredni czas 6:181.503
Kanal 1:0.49952
Kanal 2:0.47976
Kanal 3:0.366076
Kanal 4:0.244165
max czas oczekiwania:2786.94
dzwigi:0.16999
jachty:0.549565
prowadnice:0.531842
rampy:0.329064
tasmociagi:0.612993
Koniec:0.0475
  Sredni czas 1 :15.0056
  Sredni czas 2 :14.03
  Sredni czas 3 :13.5536
   Sredni czas 4:13.0037
   Sredni czas 5:34.5154
   Sredni czas 6:205.396
Kanal 1:0.498345
Kanal 2:0.470328
Kanal 3:0.368149
Kanal 4:0.236532
max czas oczekiwania:3034.67
dzwigi:0.170302
jachty:0.582211
prowadnice:0.518294
rampy:0.325872
tasmociagi:0.593327
Koniec:0.0475
  Sredni czas 1 :13.0918
  Sredni czas 2 :13.9958
  Sredni czas 3 :14.8833
   Sredni czas 4:13.2719
   Sredni czas 5:31.308
   Sredni czas 6:189.285
Kanal 1:0.502316
Kanal 2:0.475801
Kanal 3:0.367622
Kanal 4:0.239773
max czas oczekiwania:2352.61
dzwigi:0.17177
jachty:0.554414
prowadnice:0.527202
rampy:0.324393
tasmociagi:0.610795
Koniec:0.0475
  Sredni czas 1 :14.6913
  Sredni czas 2 :14.6626
  Sredni czas 3 :15.1563
   Sredni czas 4:13.7181
   Sredni czas 5:30.1188
   Sredni czas 6:277.182
Kanal 1:0.500202
Kanal 2:0.473368
Kanal 3:0.368756
Kanal 4:0.239616
max czas oczekiwania:5809.35
dzwigi:0.168844
jachty:0.566105
prowadnice:0.520499
rampy:0.336503
tasmociagi:0.627144
Koniec:0.0475
  Sredni czas 1 :11.7347
  Sredni czas 2 :11.8201
  Sredni czas 3 :13.8648
   Sredni czas 4:10.9102
   Sredni czas 5:30.5216
   Sredni czas 6:188.903
Kanal 1:0.501588
Kanal 2:0.475518
Kanal 3:0.356901
Kanal 4:0.236926
max czas oczekiwania:3184.28
dzwigi:0.168457
jachty:0.569028
prowadnice:0.521666
rampy:0.331071
tasmociagi:0.58871
Koniec:0.0475
  Sredni czas 1 :12.8597
  Sredni czas 2 :12.6786
  Sredni czas 3 :13.0701
   Sredni czas 4:12.1782
   Sredni czas 5:26.6978
   Sredni czas 6:191.924
Kanal 1:0.49985
Kanal 2:0.470506
Kanal 3:0.363858
Kanal 4:0.240396
max czas oczekiwania:2960.42
dzwigi:0.17982
jachty:0.576884
prowadnice:0.509843
rampy:0.317792
tasmociagi:0.611367
Koniec:0.0475
  Sredni czas 1 :12.804
  Sredni czas 2 :13.2029
  Sredni czas 3 :15.7538
   Sredni czas 4:11.6976
   Sredni czas 5:31.2841
   Sredni czas 6:183.929
Kanal 1:0.500974
Kanal 2:0.479427
Kanal 3:0.364854
Kanal 4:0.239211
max czas oczekiwania:3023.88
dzwigi:0.170895
jachty:0.549441
prowadnice:0.52395
rampy:0.331426
tasmociagi:0.607968
Koniec:0.0475
  Sredni czas 1 :14.4043
  Sredni czas 2 :14.4163
  Sredni czas 3 :14.0969
   Sredni czas 4:13.9708
   Sredni czas 5:34.8857
   Sredni czas 6:344.05
Kanal 1:0.513705
Kanal 2:0.493968
Kanal 3:0.393397
Kanal 4:0.264255
max czas oczekiwania:11748.8
dzwigi:0.184602
jachty:0.596289
prowadnice:0.554648
rampy:0.332239
tasmociagi:0.631727
Koniec:0.05
  Sredni czas 1 :14.3879
  Sredni czas 2 :14.573
  Sredni czas 3 :16.5505
   Sredni czas 4:14.7499
   Sredni czas 5:37.5885
   Sredni czas 6:260.54
Kanal 1:0.514772
Kanal 2:0.496404
Kanal 3:0.392712
Kanal 4:0.267958
max czas oczekiwania:4001.01
dzwigi:0.174767
jachty:0.597577
prowadnice:0.558159
rampy:0.333778
tasmociagi:0.660089
Koniec:0.05
  Sredni czas 1 :15.1463
  Sredni czas 2 :15.5624
  Sredni czas 3 :16.5957
   Sredni czas 4:14.7583
   Sredni czas 5:40.153
   Sredni czas 6:355.128
Kanal 1:0.514114
Kanal 2:0.498593
Kanal 3:0.396193
Kanal 4:0.26752
max czas oczekiwania:6658.49
dzwigi:0.177098
jachty:0.56948
prowadnice:0.5667
rampy:0.342367
tasmociagi:0.653068
Koniec:0.05
  Sredni czas 1 :12.6144
  Sredni czas 2 :13.6476
  Sredni czas 3 :14.2348
   Sredni czas 4:12.7339
   Sredni czas 5:36.4287
   Sredni czas 6:245.635
Kanal 1:0.51175
Kanal 2:0.498168
Kanal 3:0.390024
Kanal 4:0.268097
max czas oczekiwania:5331.22
dzwigi:0.18941
jachty:0.580576
prowadnice:0.566486
rampy:0.334423
tasmociagi:0.605372
Koniec:0.05
  Sredni czas 1 :13.6333
  Sredni czas 2 :14.2107
  Sredni czas 3 :15.671
   Sredni czas 4:12.9685
   Sredni czas 5:35.4761
   Sredni czas 6:220.563
Kanal 1:0.514724
Kanal 2:0.493948
Kanal 3:0.391825
Kanal 4:0.267624
max czas oczekiwania:3308.71
dzwigi:0.179726
jachty:0.588142
prowadnice:0.565187
rampy:0.335032
tasmociagi:0.628584
Koniec:0.05
  Sredni czas 1 :13.8647
  Sredni czas 2 :15.3101
  Sredni czas 3 :16.2706
   Sredni czas 4:14.5519
   Sredni czas 5:36.8006
   Sredni czas 6:257.123
Kanal 1:0.516187
Kanal 2:0.490386
Kanal 3:0.387572
Kanal 4:0.270792
max czas oczekiwania:5396.66
dzwigi:0.178628
jachty:0.581048
prowadnice:0.548211
rampy:0.337485
tasmociagi:0.668335
Koniec:0.05
  Sredni czas 1 :13.9953
  Sredni czas 2 :15.5628
  Sredni czas 3 :15.8626
   Sredni czas 4:13.8127
   Sredni czas 5:34.4467
   Sredni czas 6:285.425
Kanal 1:0.515305
Kanal 2:0.494673
Kanal 3:0.390369
Kanal 4:0.266786
max czas oczekiwania:8092.4
dzwigi:0.186231
jachty:0.576986
prowadnice:0.553363
rampy:0.337709
tasmociagi:0.633404
Koniec:0.05
  Sredni czas 1 :14.4794
  Sredni czas 2 :13.7205
  Sredni czas 3 :15.3817
   Sredni czas 4:14.135
   Sredni czas 5:32.904
   Sredni czas 6:244.868
Kanal 1:0.517083
Kanal 2:0.494428
Kanal 3:0.390669
Kanal 4:0.269367
  Sredni czas 1 :10.0762
  Sredni czas 2 :10.7289
  Sredni czas 3 :11.0673
   Sredni czas 4:10.7771
   Sredni czas 5:24.5359
   Sredni czas 6:132.075
Kanal 1:0.488328
Kanal 2:0.454786
Kanal 3:0.341989
Kanal 4:0.210215
max czas oczekiwania:2830.02
dzwigi:0.154508
jachty:0.537597
prowadnice:0.497345
rampy:0.316922
tasmociagi:0.576385
Koniec:0.045
  Sredni czas 1 :10.1774
  Sredni czas 2 :10.3415
  Sredni czas 3 :11.1968
   Sredni czas 4:9.74141
   Sredni czas 5:24.5802
   Sredni czas 6:139.09
Kanal 1:0.484698
Kanal 2:0.457595
Kanal 3:0.346398
Kanal 4:0.213519
max czas oczekiwania:3902.69
dzwigi:0.159091
jachty:0.532305
prowadnice:0.515273
rampy:0.306867
tasmociagi:0.547435
Koniec:0.045
  Sredni czas 1 :11.8252
  Sredni czas 2 :11.7842
  Sredni czas 3 :13.0682
   Sredni czas 4:11.3884
   Sredni czas 5:27.8849
   Sredni czas 6:193.367
Kanal 1:0.486175
Kanal 2:0.455946
Kanal 3:0.340236
Kanal 4:0.211108
max czas oczekiwania:3405.79
dzwigi:0.167895
jachty:0.52601
prowadnice:0.4895
rampy:0.309244
tasmociagi:0.58492
Koniec:0.045
  Sredni czas 1 :11.37
  Sredni czas 2 :11.4593
  Sredni czas 3 :12.2333
   Sredni czas 4:11.2781
   Sredni czas 5:22.1477
   Sredni czas 6:165.834
Kanal 1:0.483357
Kanal 2:0.455936
Kanal 3:0.347021
Kanal 4:0.216562
max czas oczekiwania:3070.99
dzwigi:0.168398
jachty:0.539709
prowadnice:0.495913
rampy:0.305005
tasmociagi:0.59011
Koniec:0.045
  Sredni czas 1 :11.6406
  Sredni czas 2 :11.9439
  Sredni czas 3 :12.717
   Sredni czas 4:10.8991
   Sredni czas 5:24.5485
   Sredni czas 6:157.204
Kanal 1:0.485547
Kanal 2:0.455217
Kanal 3:0.343372
Kanal 4:0.213731
max czas oczekiwania:2474.66
dzwigi:0.162095
jachty:0.541516
prowadnice:0.493274
rampy:0.315389
tasmociagi:0.591607
Koniec:0.045
  Sredni czas 1 :12.4907
  Sredni czas 2 :12.7131
  Sredni czas 3 :14.3662
   Sredni czas 4:12.4308
   Sredni czas 5:23.0133
   Sredni czas 6:178.806
Kanal 1:0.48681
Kanal 2:0.463873
Kanal 3:0.33892
Kanal 4:0.215946
max czas oczekiwania:3707.67
dzwigi:0.162445
jachty:0.520038
prowadnice:0.504738
rampy:0.308282
tasmociagi:0.590676
Koniec:0.045
  Sredni czas 1 :10.1184
  Sredni czas 2 :11.4161
  Sredni czas 3 :10.5869
   Sredni czas 4:10.7473
   Sredni czas 5:22.8937
   Sredni czas 6:159.792
Kanal 1:0.487574
Kanal 2:0.465655
Kanal 3:0.346649
Kanal 4:0.214692
max czas oczekiwania:1507.8
dzwigi:0.169475
jachty:0.534821
prowadnice:0.507066
rampy:0.325327
tasmociagi:0.561266
Koniec:0.045
  Sredni czas 1 :10.7861
  Sredni czas 2 :11.2679
  Sredni czas 3 :13.5689
   Sredni czas 4:10.7027
   Sredni czas 5:23.342
   Sredni czas 6:180.686
Kanal 1:0.491121
Kanal 2:0.460461
Kanal 3:0.344577
Kanal 4:0.216332
max czas oczekiwania:3623.95
dzwigi:0.158621
jachty:0.561707
prowadnice:0.503186
rampy:0.32392
tasmociagi:0.58391
Koniec:0.045
  Sredni czas 1 :12.0364
  Sredni czas 2 :12.7258
  Sredni czas 3 :13.6814
   Sredni czas 4:12.3308
   Sredni czas 5:30.435
   Sredni czas 6:158.467
Kanal 1:0.492005
Kanal 2:0.461475
Kanal 3:0.3523
Kanal 4:0.219918
max czas oczekiwania:5615.28
dzwigi:0.157948
jachty:0.543448
prowadnice:0.510308
rampy:0.32897
tasmociagi:0.581471
Koniec:0.045
  Sredni czas 1 :11.6413
  Sredni czas 2 :13.7114
  Sredni czas 3 :14.3356
   Sredni czas 4:11.8742
   Sredni czas 5:28.8908
   Sredni czas 6:201.307
Kanal 1:0.48921
Kanal 2:0.45866
Kanal 3:0.347238
Kanal 4:0.220936
max czas oczekiwania:3474.73
dzwigi:0.164572
jachty:0.552379
prowadnice:0.500083
rampy:0.325366
tasmociagi:0.588663
Koniec:0.045
  Sredni czas 1 :11.9381
  Sredni czas 2 :13.5469
  Sredni czas 3 :14.1495
   Sredni czas 4:12.0625
   Sredni czas 5:29.4354
   Sredni czas 6:195.326
Kanal 1:0.489199
Kanal 2:0.465941
Kanal 3:0.353557
Kanal 4:0.22423
max czas oczekiwania:2975.52
dzwigi:0.160579
jachty:0.543403
prowadnice:0.511807
rampy:0.323408
tasmociagi:0.613483
Koniec:0.045
  Sredni czas 1 :11.1683
  Sredni czas 2 :12.3396
  Sredni czas 3 :12.8195
   Sredni czas 4:12.2994
   Sredni czas 5:27.0448
   Sredni czas 6:154.976
Kanal 1:0.492122
Kanal 2:0.463308
Kanal 3:0.345543
Kanal 4:0.221398
max czas oczekiwania:3453.45
dzwigi:0.167173
jachty:0.52329
prowadnice:0.515553
rampy:0.314753
tasmociagi:0.59013
Koniec:0.045
  Sredni czas 1 :12.1059
  Sredni czas 2 :12.9821
  Sredni czas 3 :14.1766
   Sredni czas 4:12.6532
   Sredni czas 5:27.2063
   Sredni czas 6:181.638
Kanal 1:0.489219
Kanal 2:0.463193
Kanal 3:0.353025
Kanal 4:0.221967
max czas oczekiwania:3093.93
dzwigi:0.161886
jachty:0.526625
prowadnice:0.5079
rampy:0.325891
tasmociagi:0.59751
Koniec:0.045
  Sredni czas 1 :12.6297
  Sredni czas 2 :12.7054
  Sredni czas 3 :14.0112
   Sredni czas 4:12.9334
   Sredni czas 5:28.194
   Sredni czas 6:241.341
Kanal 1:0.493488
Kanal 2:0.460068
Kanal 3:0.3485
Kanal 4:0.218719
max czas oczekiwania:3353.3
dzwigi:0.157115
jachty:0.567437
prowadnice:0.510341
rampy:0.313762
tasmociagi:0.610062
Koniec:0.045
  Sredni czas 1 :13.2882
  Sredni czas 2 :13.4249
  Sredni czas 3 :13.6585
   Sredni czas 4:11.5469
   Sredni czas 5:33.9059
   Sredni czas 6:237.266
Kanal 1:0.488622
Kanal 2:0.457253
Kanal 3:0.350693
Kanal 4:0.221652
max czas oczekiwania:7043.8
dzwigi:0.166895
jachty:0.527658
prowadnice:0.504926
rampy:0.323794
tasmociagi:0.591769
Koniec:0.045
  Sredni czas 1 :12.1492
  Sredni czas 2 :12.1241
  Sredni czas 3 :13.4549
   Sredni czas 4:11.869
   Sredni czas 5:23.83
   Sredni czas 6:189.459
Kanal 1:0.491592
Kanal 2:0.456005
Kanal 3:0.340123
Kanal 4:0.215509
max czas oczekiwania:4024.57
dzwigi:0.167474
jachty:0.55077
prowadnice:0.480704
rampy:0.324268
tasmociagi:0.59454
Koniec:0.045
  Sredni czas 1 :13.2469
  Sredni czas 2 :12.9437
  Sredni czas 3 :14.9309
   Sredni czas 4:12.063
   Sredni czas 5:29.7478
   Sredni czas 6:218.129
Kanal 1:0.503025
Kanal 2:0.480995
Kanal 3:0.370179
Kanal 4:0.244851
max czas oczekiwania:4585.7
dzwigi:0.172422
jachty:0.574968
prowadnice:0.535924
rampy:0.335388
tasmociagi:0.618771
Koniec:0.0475
  Sredni czas 1 :14.5946
  Sredni czas 2 :15.1309
  Sredni czas 3 :15.9709
   Sredni czas 4:14.5031
   Sredni czas 5:31.9627
   Sredni czas 6:304.631
Kanal 1:0.507005
Kanal 2:0.483797
Kanal 3:0.375484
Kanal 4:0.251045
max czas oczekiwania:5913.98
dzwigi:0.168029
jachty:0.568179
prowadnice:0.539885
rampy:0.322563
tasmociagi:0.653301
Koniec:0.0475
  Sredni czas 1 :11.7456
  Sredni czas 2 :14.1416
  Sredni czas 3 :14.4159
   Sredni czas 4:11.9612
   Sredni czas 5:29.4922
   Sredni czas 6:207.071
Kanal 1:0.508576
Kanal 2:0.47258
Kanal 3:0.367114
Kanal 4:0.243886
max czas oczekiwania:2733.31
dzwigi:0.172557
jachty:0.561175
prowadnice:0.520763
rampy:0.347111
tasmociagi:0.593892
Koniec:0.0475
  Sredni czas 1 :12.3248
  Sredni czas 2 :12.1469
  Sredni czas 3 :13.2991
   Sredni czas 4:11.7306
   Sredni czas 5:29.8187
   Sredni czas 6:179.461
Kanal 1:0.505645
Kanal 2:0.485239
Kanal 3:0.368505
Kanal 4:0.24472
max czas oczekiwania:3277.95
dzwigi:0.172951
jachty:0.55547
prowadnice:0.543422
rampy:0.346629
tasmociagi:0.598679
Koniec:0.0475
  Sredni czas 1 :12.2265
  Sredni czas 2 :12.4495
  Sredni czas 3 :13.665
   Sredni czas 4:12.5742
   Sredni czas 5:33.4307
   Sredni czas 6:209.474
Kanal 1:0.505865
Kanal 2:0.483735
Kanal 3:0.3641
Kanal 4:0.240687
max czas oczekiwania:5922.15
dzwigi:0.172152
jachty:0.578434
prowadnice:0.537552
rampy:0.341257
tasmociagi:0.59355
Koniec:0.0475
  Sredni czas 1 :13.1135
  Sredni czas 2 :13.7994
  Sredni czas 3 :15.617
   Sredni czas 4:13.8648
   Sredni czas 5:31.7201
   Sredni czas 6:221.316
Kanal 1:0.506017
Kanal 2:0.483454
Kanal 3:0.371163
Kanal 4:0.245491
max czas oczekiwania:3328.51
dzwigi:0.168635
jachty:0.550812
prowadnice:0.534629
rampy:0.337597
tasmociagi:0.634201
Koniec:0.0475
  Sredni czas 1 :14.3857
  Sredni czas 2 :15.8574
  Sredni czas 3 :16.2068
   Sredni czas 4:15.3376
   Sredni czas 5:37.2768
   Sredni czas 6:349.584
Kanal 1:0.506713
Kanal 2:0.479427
Kanal 3:0.37195
Kanal 4:0.248179
max czas oczekiwania:7489.23
dzwigi:0.162109
jachty:0.574615
prowadnice:0.54016
rampy:0.343129
tasmociagi:0.620522
Koniec:0.0475
  Sredni czas 1 :13.1456
  Sredni czas 2 :13.799
  Sredni czas 3 :16.0715
   Sredni czas 4:13.2799
   Sredni czas 5:31.6013
   Sredni czas 6:281.508
Kanal 1:0.509067
Kanal 2:0.484451
Kanal 3:0.372663
Kanal 4:0.23885
max czas oczekiwania:4765.71
dzwigi:0.174222
jachty:0.558554
prowadnice:0.529303
rampy:0.339225
tasmociagi:0.654321
Koniec:0.0475
  Sredni czas 1 :12.8043
  Sredni czas 2 :14.8724
  Sredni czas 3 :14.1906
   Sredni czas 4:12.9429
   Sredni czas 5:31.7586
   Sredni czas 6:232.593
Kanal 1:0.503205
Kanal 2:0.478078
Kanal 3:0.372506
Kanal 4:0.241606
max czas oczekiwania:3835.46
dzwigi:0.167006
jachty:0.59657
prowadnice:0.519133
rampy:0.340197
tasmociagi:0.611447
Koniec:0.0475
  Sredni czas 1 :11.9594
  Sredni czas 2 :11.8
